28       0.000     7.250     0.000     0.000    CA-CA-C56A-NA               0 high * # protein NA-C56A-CA-CA           
29       0.000     7.250     0.000     0.000    HA-CA-C56A-C56B             0 high * # protein C56B-C56A-CA-HA          
30       0.000     7.250     0.000     0.000    HA-CA-C56A-NA               0 high * # protein NA-C56A-CA-HA           
31       0.000     7.000     0.000     0.000    CA-CA-C56B-C56A             0 high * # protein C56A-C56B-CA-CA          
32       0.000     7.000     0.000     0.000    CA-CA-C56B-C5M              0 high * # protein C5M-C56B-CA-CA           
33       0.000     7.000     0.000     0.000    CA-CA-C56B-CT4              0 high * # protein CT4-C56B-CA-CA           
34       0.000     7.000     0.000     0.000    HA-CA-C56B-C56A             0 high * # protein C56A-C56B-CA-HA          
35       0.000     7.000     0.000     0.000    HA-CA-C56B-C5M              0 high * # protein C5M-C56B-CA-HA           
36       0.000     7.000     0.000     0.000    HA-CA-C56B-CT4              0 high * # protein CT4-C56B-CA-HA           
37       0.000     7.250     0.000     0.000    CA-CA-CA-C56A               0 high * # protein C56A-CA-CA-CA            
38       0.000     7.250     0.000     0.000    CA-CA-CA-C56B               0 high * # protein C56B-CA-CA-CA            
39       0.000     7.250     0.000     0.000    CA-CA-CA-CA                 0 high * # protein CA-CA-CA-CA              
40       0.000     7.250     0.000     0.000    CT-CA-CA-CA                 0 high * # protein CA-CA-CA-CT              
41       0.000     7.250     0.000     0.000    HA-CA-CA-C56A               0 high * # protein C56A-CA-CA-HA            
42       0.000     7.250     0.000     0.000    HA-CA-CA-C56B               0 high * # protein C56B-CA-CA-HA            
43       0.000     7.250     0.000     0.000    HA-CA-CA-CA                 0 high * # protein CA-CA-CA-HA              
44       0.000     7.250     0.000     0.000    HA-CA-CA-CT                 0 high * # protein CT-CA-CA-HA              
45       0.000     7.250     0.000     0.000    HA-CA-CA-HA                 0 high * # protein HA-CA-CA-HA              
46       0.000     7.250     0.000     0.000    OH-CA-CA-CA                 0 high * # protein CA-CA-CA-OH              
47       0.000     7.250     0.000     0.000    OH-CA-CA-HA                 0 high * # protein HA-CA-CA-OH              
48       0.000     0.546     0.000     0.000    CT-CT-C-OC3                 0 high * # protein OC3-C-CT-CT              
49       1.000     0.546     0.450     0.000    CT-CT-C-OH                  0 high * # protein OH-C-CT-CT               
50       0.000     0.546     0.000     0.000    CT1-CT-C-OC3                0 high * # protein OC3-C-CT-CT1             
51       1.000     0.546     0.450     0.000    CT1-CT-C-OH                 0 high * # protein OH-C-CT-CT1              
52       0.000     0.000     0.000     0.000    HC-CT-C-N                   0 high * # protein N-C-CT-HC                
53       0.000     0.000     0.000     0.000    HC-CT-C-O                   0 high * # protein O-C-CT-HC                
54       0.000     0.000     0.000     0.000    HC-CT-C-OC3                 0 high * # protein OC3-C-CT-HC              
55       0.000     0.000     0.000     0.000    HC-CT-C-OH                  0 high * # protein OH-C-CT-HC               
56       0.000     0.000     0.000     0.000    CT1-CT-CA-CA                0 high * # protein CA-CA-CT-CT1             
57       0.000     0.000     0.000     0.000    HC-CT-CA-CA                 0 high * # protein CA-CA-CT-HC              
58       0.000     0.546     0.000     0.000    CT1-CT-CO3-O2Z              0 high * # protein O2Z-CO3-CT-CT1           
59       0.000     0.000     0.000     0.000    HC-CT-CO3-O2Z               0 high * # protein O2Z-CO3-CT-HC            
60       0.000     0.000     0.000     0.000    N-CT-CO3-O2Z                0 high * # protein O2Z-CO3-CT-N             
61       0.000     0.000     0.300     0.000    CT-CT-CP1-HC                0 high * # protein HC-CP1-CT-CT             
62       0.845    -0.962     0.713     0.000    CT-CT-CP1-N                 0 high * # protein N-CP1-CT-CT              
63       0.845    -0.962     0.713     0.000    CT-CT-CP1-NP                0 high * # protein NP-CP1-CT-CT             
64       0.000     0.000     0.300     0.000    HC-CT-CP1-HC                0 high * # protein HC-CP1-CT-HC             
65       0.000     0.000     0.464     0.000    HC-CT-CP1-N                 0 high * # protein N-CP1-CT-HC              
66       0.000     0.000     0.464     0.000    HC-CT-CP1-NP                0 high * # protein NP-CP1-CT-HC             
67      -1.697    -0.456     0.585     0.000    CT1-CT-CT-C                 0 high * # protein C-CT-CT-CT1              
68       1.300    -0.050     0.200     0.000    CT1-CT-CT-CP1               0 high * # protein CP1-CT-CT-CT1            
69       1.300    -0.050     0.200     0.000    CTQ-CT-CT-CT                0 high * # protein CT-CT-CT-CTQ             
70      -1.697    -0.456     0.585     0.000    CTR-CT-CT-CT1               0 high * # protein CT1-CT-CT-CTR            
71       0.000     0.000    -0.225     0.000    HC-CT-CT-C                  0 high * # protein C-CT-CT-HC               
72       0.000     0.000     0.300     0.000    HC-CT-CT-CP1                0 high * # protein CP1-CT-CT-HC             
73       0.000     0.000     0.300     0.000    HC-CT-CT-CT                 0 high * # protein CT-CT-CT-HC              
74       0.000     0.000     0.300     0.000    HC-CT-CT-CT1                0 high * # protein CT1-CT-CT-HC             
75       0.000     0.000     0.300     0.000    HC-CT-CT-CTD                0 high * # protein CTD-CT-CT-HC             
76       0.000     0.000     0.300     0.000    HC-CT-CT-CTE                0 high * # protein CTE-CT-CT-HC             
77       0.000     0.000     0.300     0.000    HC-CT-CT-CTM                0 high * # protein CTM-CT-CT-HC             
78       0.000     0.000     0.300     0.000    HC-CT-CT-CTN                0 high * # protein CTN-CT-CT-HC             
79       0.000     0.000     0.300     0.000    HC-CT-CT-CTQ                0 high * # protein CTQ-CT-CT-HC             
80       0.000     0.000     0.300     0.000    HC-CT-CT-HC                 0 high * # protein HC-CT-CT-HC              
81       2.732    -0.229     0.485     0.000    NG-CT-CT-CTM                0 high * # protein CTM-CT-CT-NG             
82       0.000     0.000    -0.582     0.000    NG-CT-CT-HC                 0 high * # protein HC-CT-CT-NG              
83       2.732    -0.229     0.485     0.000    NP-CT-CT-CT                 0 high * # protein CT-CT-CT-NP              
84       0.000     0.000     0.384     0.000    NP-CT-CT-HC                 0 high * # protein HC-CT-CT-NP              
85       2.732    -0.229     0.485     0.000    NY-CT-CT-CTN                0 high * # protein CTN-CT-CT-NY             
86       0.000     0.000    -0.582     0.000    NY-CT-CT-HC                 0 high * # protein HC-CT-CT-NY              
87       1.865     0.089     0.351     0.000    CT-CT1-C-N                  0 high * # protein N-C-CT1-CT               
88       0.000     0.000     0.000     0.000    CT-CT1-C-O                  0 high * # protein O-C-CT1-CT               
89       1.865     0.089     0.351     0.000    CTC-CT1-C-N                 0 high * # protein N-C-CT1-CTC              
90       0.000     0.000     0.000     0.000    CTC-CT1-C-O                 0 high * # protein O-C-CT1-CTC              
91       1.865     0.089     0.351     0.000    CTD-CT1-C-N                 0 high * # protein N-C-CT1-CTD              
92       0.000     0.000     0.000     0.000    CTD-CT1-C-O                 0 high * # protein O-C-CT1-CTD              
93       1.865     0.089     0.351     0.000    CTE-CT1-C-N                 0 high * # protein N-C-CT1-CTE              
94       0.000     0.000     0.000     0.000    CTE-CT1-C-O                 0 high * # protein O-C-CT1-CTE              
95       1.865     0.089     0.351     0.000    CTF-CT1-C-N                 0 high * # protein N-C-CT1-CTF              
96       0.000     0.000     0.000     0.000    CTF-CT1-C-O                 0 high * # protein O-C-CT1-CTF              
97       1.865     0.089     0.351     0.000    CTG-CT1-C-N                 0 high * # protein N-C-CT1-CTG              
98       0.000     0.000     0.000     0.000    CTG-CT1-C-O                 0 high * # protein O-C-CT1-CTG              
99       1.865     0.089     0.351     0.000    CTH-CT1-C-N                 0 high * # protein N-C-CT1-CTH              
100      0.000     0.000     0.000     0.000    CTH-CT1-C-O                 0 high * # protein O-C-CT1-CTH              
101      1.865     0.089     0.351     0.000    CTJ-CT1-C-N                 0 high * # protein N-C-CT1-CTJ              
102      0.000     0.000     0.000     0.000    CTJ-CT1-C-O                 0 high * # protein O-C-CT1-CTJ              
103      1.865     0.089     0.351     0.000    CTM-CT1-C-N                 0 high * # protein N-C-CT1-CTM              
104      0.000     0.000     0.000     0.000    CTM-CT1-C-O                 0 high * # protein O-C-CT1-CTM              
105      1.865     0.089     0.351     0.000    CTN-CT1-C-N                 0 high * # protein N-C-CT1-CTN              
106      0.000     0.000     0.000     0.000    CTN-CT1-C-O                 0 high * # protein O-C-CT1-CTN              
107      1.865     0.089     0.351     0.000    CTO-CT1-C-N                 0 high * # protein N-C-CT1-CTO              
108      0.000     0.000     0.000     0.000    CTO-CT1-C-O                 0 high * # protein O-C-CT1-CTO              
109      1.865     0.089     0.351     0.000    CTP-CT1-C-N                 0 high * # protein N-C-CT1-CTP              
110      0.000     0.000     0.000     0.000    CTP-CT1-C-O                 0 high * # protein O-C-CT1-CTP              
111      1.865     0.089     0.351     0.000    CTQ-CT1-C-N                 0 high * # protein N-C-CT1-CTQ              
112      0.000     0.000     0.000     0.000    CTQ-CT1-C-O                 0 high * # protein O-C-CT1-CTQ              
113      1.865     0.089     0.351     0.000    CTS-CT1-C-N                 0 high * # protein N-C-CT1-CTS              
114      0.000     0.000     0.000     0.000    CTS-CT1-C-O                 0 high * # protein O-C-CT1-CTS              
115      1.865     0.089     0.351     0.000    CTT-CT1-C-N                 0 high * # protein N-C-CT1-CTT              
116      0.000     0.000     0.000     0.000    CTT-CT1-C-O                 0 high * # protein O-C-CT1-CTT              
117      0.000     0.000     0.000     0.000    HC-CT1-C-N                  0 high * # protein N-C-CT1-HC               
118      0.000     0.000     0.000     0.000    HC-CT1-C-O                  0 high * # protein O-C-CT1-HC               
119      0.743     2.508    -0.805     0.000    N-CT1-C-N                   0 high * # protein N-C-CT1-N                
120      0.000     0.000     0.000     0.000    N-CT1-C-O                   0 high * # protein O-C-CT1-N                
121      0.743     2.508    -0.805     0.000    NP-CT1-C-N                  0 high * # protein N-C-CT1-NP               
122      0.000     0.000     0.000     0.000    NP-CT1-C-O                  0 high * # protein O-C-CT1-NP               
123      0.000     0.000     0.000     0.000    CT-CT1-CO3-O2Z              0 high * # protein O2Z-CO3-CT1-CT           
124      0.000     0.000     0.000     0.000    CTC-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTC          
125      0.000     0.000     0.000     0.000    CTD-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTD          
126      0.000     0.000     0.000     0.000    CTE-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTE          
127      0.000     0.000     0.000     0.000    CTF-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTF          
128      0.000     0.000     0.000     0.000    CTG-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTG          
129      0.000     0.000     0.000     0.000    CTH-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTH          
130      0.000     0.000     0.000     0.000    CTJ-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTJ          
131      0.000     0.000     0.000     0.000    CTM-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTM          
132      0.000     0.000     0.000     0.000    CTO-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTO          
133      0.000     0.000     0.000     0.000    CTP-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTP          
134      0.000     0.000     0.000     0.000    CTQ-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTQ          
135      0.000     0.000     0.000     0.000    CTS-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTS          
136      0.000     0.000     0.000     0.000    CTT-CT1-CO3-O2Z             0 high * # protein O2Z-CO3-CT1-CTT          
137     -1.697    -0.456     0.585     0.000    C-CT1-CT-C                  0 high * # protein C-CT-CT1-C               
138     -1.697    -0.456     0.585     0.000    C-CT1-CT-CA                 0 high * # protein CA-CT-CT1-C              
139     -4.774     3.031     0.000     0.000    C-CT1-CT-CO3                0 high * # protein CO3-CT-CT1-C             
140     -1.697    -0.456     0.585     0.000    C-CT1-CT-CT                 0 high * # protein CT-CT-CT1-C              
141     -2.692     0.836     0.000     0.000    C-CT1-CT-CTA                0 high * # protein CTA-CT-CT1-C             
142      0.000     0.000    -0.076     0.000    C-CT1-CT-HC                 0 high * # protein HC-CT-CT1-C              
143     -5.654    -0.872     0.000     0.000    C-CT1-CT-OH                 0 high * # protein OH-CT-CT1-C              
144     -4.344    -1.714     0.000     0.000    C-CT1-CT-S                  0 high * # protein S-CT-CT1-C               
145     -4.344    -1.714     0.000     0.000    C-CT1-CT-SH                 0 high * # protein SH-CT-CT1-C              
146     -1.697    -0.456     0.585     0.000    CO3-CT1-CT-CA               0 high * # protein CA-CT-CT1-CO3            
147     -4.774     3.031     0.000     0.000    CO3-CT1-CT-CO3              0 high * # protein CO3-CT-CT1-CO3           
148     -1.697    -0.456     0.585     0.000    CO3-CT1-CT-CT               0 high * # protein CT-CT-CT1-CO3            
149     -2.692     0.836     0.000     0.000    CO3-CT1-CT-CTA              0 high * # protein CTA-CT-CT1-CO3           
150      0.000     0.000    -0.076     0.000    CO3-CT1-CT-HC               0 high * # protein HC-CT-CT1-CO3            
151     -5.654    -0.872     0.000     0.000    CO3-CT1-CT-OH               0 high * # protein OH-CT-CT1-CO3            
152     -4.344    -1.714     0.000     0.000    CO3-CT1-CT-SH               0 high * # protein SH-CT-CT1-CO3            
153      0.000     0.000    -0.076     0.000    HC-CT1-CT-C                 0 high * # protein C-CT-CT1-HC              
154      0.000     0.000     0.462     0.000    HC-CT1-CT-CA                0 high * # protein CA-CT-CT1-HC             
155      0.000     0.000     0.300     0.000    HC-CT1-CT-CO3               0 high * # protein CO3-CT-CT1-HC            
156      0.000     0.000     0.300     0.000    HC-CT1-CT-CT                0 high * # protein CT-CT-CT1-HC             
157      0.000     0.000     0.300     0.000    HC-CT1-CT-CTA               0 high * # protein CTA-CT-CT1-HC            
158      0.000     0.000     0.300     0.000    HC-CT1-CT-HC                0 high * # protein HC-CT-CT1-HC             
159      0.000     0.000     0.468     0.000    HC-CT1-CT-OH                0 high * # protein OH-CT-CT1-HC             
160      0.000     0.000     0.452     0.000    HC-CT1-CT-SH                0 high * # protein SH-CT-CT1-HC             
161      0.845    -0.962     0.713     0.000    N-CT1-CT-C                  0 high * # protein C-CT-CT1-N               
162      0.845    -0.962     0.713     0.000    N-CT1-CT-CA                 0 high * # protein CA-CT-CT1-N              
163     -9.457    -0.154    -0.253     0.000    N-CT1-CT-CO3                0 high * # protein CO3-CT-CT1-N             
164      0.845    -0.962     0.713     0.000    N-CT1-CT-CT                 0 high * # protein CT-CT-CT1-N              
165      1.167    -0.526     0.805     0.000    N-CT1-CT-CTA                0 high * # protein CTA-CT-CT1-N             
166      0.000     0.000     0.464     0.000    N-CT1-CT-HC                 0 high * # protein HC-CT-CT1-N              
167      5.429    -0.879     1.058     0.000    N-CT1-CT-OH                 0 high * # protein OH-CT-CT1-N              
168      1.428     0.086     0.029     0.000    N-CT1-CT-S                  0 high * # protein S-CT-CT1-N               
169      1.428     0.086     0.029     0.000    N-CT1-CT-SH                 0 high * # protein SH-CT-CT1-N              
170      0.845    -0.962     0.713     0.000    NP-CT1-CT-C                 0 high * # protein C-CT-CT1-NP              
171      0.845    -0.962     0.713     0.000    NP-CT1-CT-CA                0 high * # protein CA-CT-CT1-NP             
172     -9.457    -0.154    -0.253     0.000    NP-CT1-CT-CO3               0 high * # protein CO3-CT-CT1-NP            
173      0.845    -0.962     0.713     0.000    NP-CT1-CT-CT                0 high * # protein CT-CT-CT1-NP             
174      1.167    -0.526     0.805     0.000    NP-CT1-CT-CTA               0 high * # protein CTA-CT-CT1-NP            
175      0.000     0.000     0.464     0.000    NP-CT1-CT-HC                0 high * # protein HC-CT-CT1-NP             
176      5.429    -0.879     1.058     0.000    NP-CT1-CT-OH                0 high * # protein OH-CT-CT1-NP             
177      1.428     0.086     0.029     0.000    NP-CT1-CT-SH                0 high * # protein SH-CT-CT1-NP             
178      0.000     3.350     0.000     0.000    C5N-CT4-C56B-C56A           0 high * # protein C56A-C56B-CT4-C5N        
179      0.000     3.350     0.000     0.000    C5N-CT4-C56B-CA             0 high * # protein CA-C56B-CT4-C5N          
180      0.000     3.350     0.000     0.000    CTH-CT4-C56B-C56A           0 high * # protein C56A-C56B-CT4-CTH        
181      0.000     3.350     0.000     0.000    CTH-CT4-C56B-CA             0 high * # protein CA-C56B-CT4-CTH          
182      0.000    13.050     0.000     0.000    C56B-CT4-C5N-HA             0 high * # protein HA-C5N-CT4-C56B          
183      0.000    13.050     0.000     0.000    C56B-CT4-C5N-NA             0 high * # protein NA-C5N-CT4-C56B         
184      0.000    13.050     0.000     0.000    CTH-CT4-C5N-HA              0 high * # protein HA-C5N-CT4-CTH           
185      0.000    13.050     0.000     0.000    CTH-CT4-C5N-NA              0 high * # protein NA-C5N-CT4-CTH          
186     -0.290     2.621    -1.778     0.000    CT-CTA-C-N                  0 high * # protein N-C-CTA-CT               
187      0.000     1.166     0.000     0.000    CT-CTA-C-O                  0 high * # protein O-C-CTA-CT               
188      0.000     0.000     0.000     0.000    HC-CTA-C-N                  0 high * # protein N-C-CTA-HC               
189      0.000     0.000     0.000     0.000    HC-CTA-C-O                  0 high * # protein O-C-CTA-HC               
190     -2.060    -0.313     0.315     0.000    C-CTA-CT-CT1                0 high * # protein CT1-CT-CTA-C             
191      0.000     0.000    -0.100     0.000    C-CTA-CT-HC                 0 high * # protein HC-CT-CTA-C              
192      0.000     0.000     0.300     0.000    HC-CTA-CT-CT1               0 high * # protein CT1-CT-CTA-HC            
193      0.000     0.000     0.300     0.000    HC-CTA-CT-HC                0 high * # protein HC-CT-CTA-HC             
194      0.000     0.000     0.000     0.000    CT1-CTC-C5A-C5B             0 high * # protein C5B-C5A-CTC-CT1          
195     -0.543     0.014     0.700     0.000    CT1-CTC-C5A-NA              0 high * # protein NA-C5A-CTC-CT1          
196      0.000     0.000     0.000     0.000    HC-CTC-C5A-C5B              0 high * # protein C5B-C5A-CTC-HC           
197      0.000     0.000     0.420     0.000    HC-CTC-C5A-NA               0 high * # protein NA-C5A-CTC-HC           
198      0.000     0.000     0.000     0.000    CT1-CTC-C5X-C5X             0 high * # protein C5X-C5X-CTC-CT1          
199      2.349    -0.312     0.540     0.000    CT1-CTC-C5X-NA5B            0 high * # protein NA5B-C5X-CTC-CT1         
200      0.000     0.000     0.000     0.000    HC-CTC-C5X-C5X              0 high * # protein C5X-C5X-CTC-HC           
201      0.000     0.000     0.420     0.000    HC-CTC-C5X-NA5B             0 high * # protein NA5B-C5X-CTC-HC          
202     -1.607     0.046     0.000     0.000    C5A-CTC-CT1-C               0 high * # protein C-CT1-CTC-C5A            
203     -1.607     0.046     0.000     0.000    C5A-CTC-CT1-CO3             0 high * # protein CO3-CT1-CTC-C5A          
204      0.000     0.000     0.462     0.000    C5A-CTC-CT1-HC              0 high * # protein HC-CT1-CTC-C5A           
205     -0.713     0.502     0.289     0.000    C5A-CTC-CT1-N               0 high * # protein N-CT1-CTC-C5A            
206     -0.713     0.502     0.289     0.000    C5A-CTC-CT1-NP              0 high * # protein NP-CT1-CTC-C5A           
207     -1.607     0.046     0.000     0.000    C5X-CTC-CT1-C               0 high * # protein C-CT1-CTC-C5X            
208     -1.607     0.046     0.000     0.000    C5X-CTC-CT1-CO3             0 high * # protein CO3-CT1-CTC-C5X          
209      0.000     0.000     0.462     0.000    C5X-CTC-CT1-HC              0 high * # protein HC-CT1-CTC-C5X           
210     -0.713     0.502     0.289     0.000    C5X-CTC-CT1-N               0 high * # protein N-CT1-CTC-C5X            
211     -0.713     0.502     0.289     0.000    C5X-CTC-CT1-NP              0 high * # protein NP-CT1-CTC-C5X           
212      0.000     0.000    -0.076     0.000    HC-CTC-CT1-C                0 high * # protein C-CT1-CTC-HC             
213      0.000     0.000    -0.076     0.000    HC-CTC-CT1-CO3              0 high * # protein CO3-CT1-CTC-HC           
214      0.000     0.000     0.300     0.000    HC-CTC-CT1-HC               0 high * # protein HC-CT1-CTC-HC            
215      0.000     0.000     0.464     0.000    HC-CTC-CT1-N                0 high * # protein N-CT1-CTC-HC             
216      0.000     0.000     0.464     0.000    HC-CTC-CT1-NP               0 high * # protein NP-CT1-CTC-HC            
217      1.300    -0.050     0.200     0.000    CT1-CTD-CT-CT               0 high * # protein CT-CT-CTD-CT1            
218      0.000     0.000     0.300     0.000    CT1-CTD-CT-HC               0 high * # protein HC-CT-CTD-CT1            
219      0.000     0.000     0.300     0.000    HC-CTD-CT-CT                0 high * # protein CT-CT-CTD-HC             
220      0.000     0.000     0.300     0.000    HC-CTD-CT-HC                0 high * # protein HC-CT-CTD-HC             
221     -0.916     0.411     0.000     0.000    CT-CTD-CT1-C                0 high * # protein C-CT1-CTD-CT             
222     -0.916     0.411     0.000     0.000    CT-CTD-CT1-CO3              0 high * # protein CO3-CT1-CTD-CT           
223      0.000     0.000     0.300     0.000    CT-CTD-CT1-HC               0 high * # protein HC-CT1-CTD-CT            
224      0.528     0.323     0.517     0.000    CT-CTD-CT1-N                0 high * # protein N-CT1-CTD-CT             
225      0.528     0.323     0.517     0.000    CT-CTD-CT1-NP               0 high * # protein NP-CT1-CTD-CT            
226      0.000     0.000    -0.076     0.000    HC-CTD-CT1-C                0 high * # protein C-CT1-CTD-HC             
227      0.000     0.000    -0.076     0.000    HC-CTD-CT1-CO3              0 high * # protein CO3-CT1-CTD-HC           
228      0.000     0.000     0.300     0.000    HC-CTD-CT1-HC               0 high * # protein HC-CT1-CTD-HC            
229      0.000     0.000     0.464     0.000    HC-CTD-CT1-N                0 high * # protein N-CT1-CTD-HC             
230      0.000     0.000     0.464     0.000    HC-CTD-CT1-NP               0 high * # protein NP-CT1-CTD-HC            
231      1.300    -0.050     0.200     0.000    CT-CTE-CT-CT                0 high * # protein CT-CT-CTE-CT             
232      0.000     0.000     0.300     0.000    CT-CTE-CT-HC                0 high * # protein HC-CT-CTE-CT             
233      1.300    -0.050     0.200     0.000    CT1-CTE-CT-CT               0 high * # protein CT-CT-CTE-CT1            
234      0.000     0.000     0.300     0.000    CT1-CTE-CT-HC               0 high * # protein HC-CT-CTE-CT1            
235      0.000     0.000     0.300     0.000    HC-CTE-CT-CT                0 high * # protein CT-CT-CTE-HC             
236      0.000     0.000     0.300     0.000    HC-CTE-CT-HC                0 high * # protein HC-CT-CTE-HC             
237      0.678     1.276     0.000     0.000    CT-CTE-CT1-C                0 high * # protein C-CT1-CTE-CT             
238      0.678     1.276     0.000     0.000    CT-CTE-CT1-CO3              0 high * # protein CO3-CT1-CTE-CT           
239      0.000     0.000     0.300     0.000    CT-CTE-CT1-HC               0 high * # protein HC-CT1-CTE-CT            
240      2.647     0.954     0.522     0.000    CT-CTE-CT1-N                0 high * # protein N-CT1-CTE-CT             
241      2.647     0.954     0.522     0.000    CT-CTE-CT1-NP               0 high * # protein NP-CT1-CTE-CT            
242      0.000     0.000    -0.076     0.000    HC-CTE-CT1-C                0 high * # protein C-CT1-CTE-HC             
243      0.000     0.000    -0.076     0.000    HC-CTE-CT1-CO3              0 high * # protein CO3-CT1-CTE-HC           
244      0.000     0.000     0.300     0.000    HC-CTE-CT1-HC               0 high * # protein HC-CT1-CTE-HC            
245      0.000     0.000     0.464     0.000    HC-CTE-CT1-N                0 high * # protein N-CT1-CTE-HC             
246      0.000     0.000     0.464     0.000    HC-CTE-CT1-NP               0 high * # protein NP-CT1-CTE-HC            
247      0.000     0.000     0.300     0.000    CT-CTF-CT-HC                0 high * # protein HC-CT-CTF-CT             
248      0.000     0.000     0.300     0.000    CT1-CTF-CT-HC               0 high * # protein HC-CT-CTF-CT1            
249      0.000     0.000     0.300     0.000    HC-CTF-CT-HC                0 high * # protein HC-CT-CTF-HC             
250     -0.916     0.411     0.000     0.000    CT-CTF-CT1-C                0 high * # protein C-CT1-CTF-CT             
251     -0.916     0.411     0.000     0.000    CT-CTF-CT1-CO3              0 high * # protein CO3-CT1-CTF-CT           
252      0.000     0.000     0.300     0.000    CT-CTF-CT1-HC               0 high * # protein HC-CT1-CTF-CT            
253      0.528     0.323     0.517     0.000    CT-CTF-CT1-N                0 high * # protein N-CT1-CTF-CT             
254      0.528     0.323     0.517     0.000    CT-CTF-CT1-NP               0 high * # protein NP-CT1-CTF-CT            
255      0.000     0.000    -0.076     0.000    HC-CTF-CT1-C                0 high * # protein C-CT1-CTF-HC             
256      0.000     0.000    -0.076     0.000    HC-CTF-CT1-CO3              0 high * # protein CO3-CT1-CTF-HC           
257      0.000     0.000     0.300     0.000    HC-CTF-CT1-HC               0 high * # protein HC-CT1-CTF-HC            
258      0.000     0.000     0.464     0.000    HC-CTF-CT1-N                0 high * # protein N-CT1-CTF-HC             
259      0.000     0.000     0.464     0.000    HC-CTF-CT1-NP               0 high * # protein NP-CT1-CTF-HC            
260      0.000     0.000     0.300     0.000    CT1-CTG-CT-HC               0 high * # protein HC-CT-CTG-CT1            
